pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
SL,5/18/22,81.2,3.07,6.35,"Pérez, Andrew",690429,680970,,called_strike,,,,,12,Dylan Harris called out on strikes.,R,L,L,CLT,NOR,S,,,0,0,2022,-0.28,0.03,0.09,3.14,,,681888,0,9,Top,,,,,,,-6.144588674,-118.2585708,-0.681231532,-1.58962616,20.89268300952962,-31.95930525,3.02,1.55,,,,81.7,2114,6.4,666256,656024,664874,691503,669394,621545,592622,666164,650520,54.08,,,,,,,,74,1,Slider,7,8,8,7,8,7,8,7,,,270,0,-0.115,,,,0.115,,-1,1,0.135,0.865,24,25,25,25,1,3,,,,,3.4,-0.28,-0.28,
CH,5/18/22,84.6,-1.75,5.79,"Lambert, Jimmy",668939,669424,,ball,,,,,13,Adley Rutschman walks.,R,L,R,CLT,NOR,B,,,1,1,2022,-0.99,0.43,-1.61,2.15,,,621006,0,1,Top,,,,,,,2.292767415527747,-123.2560589,-3.06329374,-10.61873746,21.899625106732596,-27.40426829,3.24,1.67,,,,84.2,1729,5.7,666256,656024,664874,691503,669394,621545,592622,666164,650520,54.78,,,,,,,,2,3,Changeup,0,0,0,0,0,0,0,0,Infield shift,Standard,244,0,0.1,,,,-0.1,,0,0,0.464,0.536,27,24,28,24,1,0,,,,,2.72,0.99,-0.99,
FF,5/18/22,93.5,-2.74,5.84,"Henzman, Lincoln",690429,669205,,ball,,,,,14,Dylan Harris strikes out swinging.,R,L,R,CLT,NOR,B,,,0,0,2022,-0.57,1.37,1.94,1.32,,,,1,7,Top,,,,,,,13.089647451192148,-135.3230322,-8.752870474,-9.746267477,28.458986660342664,-13.50028386,3.02,1.55,,,,92,2410,5.6,666256,656024,664874,691503,669394,621545,592622,666164,650520,54.86,,,,,,,,53,1,4-Seam Fastball,4,6,6,4,6,4,6,4,Strategic,Strategic,230,0,0.049,,,,-0.049,,-2,2,0.19,0.81,26,25,27,25,1,2,,,,,1.26,0.57,-0.57,
SL,5/18/22,86.5,-1.84,5.88,"McClure, Kade",663760,656701,,called_strike,,,,,6,Cadyn Grenier pops out to third baseman Jake Burger.,R,R,R,CLT,NOR,S,,,0,0,2022,0.34,0.4,0.56,2.23,,,,2,2,Top,,,,,,,5.047245269,-126.0348137,-3.391833116,2.707013886,23.56506034318779,-27.44707466,3.11,1.6,,,,87.2,2317,6.5,666256,656024,664874,691503,669394,621545,592622,666164,650520,54.04,,,,,,,,12,1,Slider,1,0,0,1,0,1,0,1,,,170,0,-0.028,,,,0.028,,1,-1,0.649,0.351,26,25,26,26,1,0,,,,,2.62,-0.34,-0.34,
SL,5/18/22,83.7,2.98,6.4,"Pérez, Andrew",663760,680970,,called_strike,,,,,6,Cadyn Grenier strikes out swinging.,R,R,L,CLT,NOR,S,,,1,1,2022,0.02,0.1,0.79,2.6,,,,2,8,Top,,,,,,,-5.105464284,-121.7869662,-2.55604187,1.1820620492182914,24.15187919855392,-30.86562001,3.11,1.6,,,,84,2196,6.5,666256,656024,664874,691503,669394,621545,592622,666164,650520,53.99,,,,,,,,66,3,Slider,6,8,8,6,8,6,8,6,,,300,0,-0.03,,,,0.03,,-2,2,0.15,0.85,24,25,25,26,1,3,,,,,3.15,0.02,-0.02,
FF,5/18/22,94,-1.51,5.91,"Lambert, Jimmy",668939,669424,,ball,,,,,11,Adley Rutschman walks.,R,L,R,CLT,NOR,B,,,0,0,2022,-0.98,1.33,-1.43,2.69,,,621006,0,1,Top,,,,,,,2.3453453914215934,-136.8523079,-5.528998484,-12.84889836,30.455885454693803,-14.4043342,3.24,1.67,,,,93,2094,5.7,666256,656024,664874,691503,669394,621545,592622,666164,650520,54.79,,,,,,,,2,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard,216,0,0.095,,,,-0.095,,0,0,0.464,0.536,27,24,28,24,1,0,,,,,1.25,0.98,-0.98,
SL,5/18/22,86,-1.68,5.92,"McClure, Kade",657562,656701,,ball,,,,,14,Patrick Dorrian strikes out swinging.,R,L,R,CLT,NOR,B,,,2,1,2022,0.35,0.03,1.2,1.26,,,,1,2,Top,,,,,,,6.139310508530821,-125.1927525,-4.951692643,2.6183509889469403,22.94293106,-31.08233289,3.24,1.67,,,,86.7,2471,6.5,666256,656024,664874,691503,669394,621545,592622,666164,650520,53.98,,,,,,,,11,4,Slider,1,0,0,1,0,1,0,1,,,142,0,0.092,,,,-0.092,,1,-1,0.632,0.368,26,26,26,26,1,0,,,,,3.02,-0.35,0.35,
FF,5/18/22,94.5,2.93,6.02,"Pérez, Andrew",663760,680970,,ball,,,,,12,Cadyn Grenier strikes out swinging.,R,R,L,CLT,NOR,B,,,0,1,2022,1.21,0.72,1.57,2.9,,,,2,8,Top,,,,,,,-6.201504916,-137.5757136,-4.093441697,16.68987801022461,28.980627656807503,-22.30562835,3.11,1.6,,,,94.5,2136,6.2,666256,656024,664874,691503,669394,621545,592622,666164,650520,54.34,,,,,,,,66,2,4-Seam Fastball,6,8,8,6,8,6,8,6,,,131,0,0.024,,,,-0.024,,-2,2,0.15,0.85,24,25,25,26,1,3,,,,,1.82,1.21,-1.21,
SL,5/18/22,83.5,-1.49,5.77,"Lambert, Jimmy",621006,669424,walk,ball,,,,,14,Richie Martin walks.,R,R,R,CLT,NOR,B,,,3,2,2022,0.61,-0.1,1.52,1.22,,,,0,1,Top,,,,,,,5.673767787,-121.5177238,-3.844951342,4.984436206871924,23.65236762613463,-32.57642204,3.15,1.62,,,,83,2718,5.9,666256,656024,664874,691503,669394,621545,592622,666164,650520,54.56,,0.688744,0.7,1,0,0,,1,6,Slider,0,0,0,0,0,0,0,0,Standard,Standard,50,-0.036,0.353,,,,-0.353,,0,0,0.5,0.5,27,27,28,28,1,0,,,,,3.36,-0.61,-0.61,
FF,5/18/22,94.8,2.9,6.05,"Pérez, Andrew",663760,680970,,called_strike,,,,,3,Cadyn Grenier strikes out swinging.,R,R,L,CLT,NOR,S,,,0,0,2022,1.23,0.87,0.44,2.72,,,,2,8,Top,,,,,,,-9.165511699,-137.7998719,-5.007172244,17.613115211658098,27.899312341049125,-20.16580897,3.11,1.6,,,,95,2117,6.2,666256,656024,664874,691503,669394,621545,592622,666164,650520,54.26,,,,,,,,66,1,4-Seam Fastball,6,8,8,6,8,6,8,6,Strategic,4th outfielder,127,0,-0.028,,,,0.028,,-2,2,0.15,0.85,24,25,25,26,1,3,,,,,1.66,1.23,-1.23,
FF,5/18/22,94.1,-1.09,5.98,"Lambert, Jimmy",621006,669424,,called_strike,,,,,6,Richie Martin walks.,R,R,R,CLT,NOR,S,,,3,1,2022,-0.73,1.48,0.78,2.31,,,,0,1,Top,,,,,,,6.400025080487307,-136.9249744,-7.092816253,-10.55424759,27.658456029128224,-12.14235429,3.15,1.62,,,,93.6,2188,5.8,666256,656024,664874,691503,669394,621545,592622,666164,650520,54.7,,,,,,,,1,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,197,0,-0.109,,,,0.109,,0,0,0.5,0.5,27,27,28,28,1,0,,,,,1.08,0.73,0.73,
FF,5/18/22,94.3,-2.88,5.82,"Henzman, Lincoln",663760,669205,,ball,,,,,14,Cadyn Grenier strikes out swinging.,R,R,R,CLT,NOR,B,,,2,1,2022,-0.52,1.21,1.49,1.28,,,,2,6,Top,,,,,,,12.343061168908493,-136.6782027,-8.68485453,-9.180008174,28.643108774855282,-15.22533331,3.11,1.6,,,,93.2,2475,5.7,666256,656024,664874,691503,669394,621545,592622,666164,650520,54.77,,,,,,,,44,4,4-Seam Fastball,2,6,6,2,6,2,6,2,Standard,Standard,220,0,0.044,,,,-0.044,,-4,4,0.085,0.915,26,25,27,26,1,2,,,,,1.37,0.52,0.52,
FF,5/18/22,91.2,-1.49,6.14,"McClure, Kade",657562,656701,,ball,,,,,13,Patrick Dorrian strikes out swinging.,R,L,R,CLT,NOR,B,,,1,0,2022,-0.66,1.25,-1.2,2.06,,,,1,2,Top,,,,,,,2.162681075,-132.6997152,-7.118858034,-8.324413254,26.997674492916158,-16.06155329,3.24,1.67,,,,91.7,2180,6.5,666256,656024,664874,691503,669394,621545,592622,666164,650520,54.02,,,,,,,,11,2,4-Seam Fastball,1,0,0,1,0,1,0,1,,,208,0,0.073,,,,-0.073,,1,-1,0.632,0.368,26,26,26,26,1,0,,,,,1.48,0.66,-0.66,
FF,5/18/22,93.1,-1.17,6.04,"Lambert, Jimmy",621006,669424,,ball,,,,,12,Richie Martin walks.,R,R,R,CLT,NOR,B,,,2,1,2022,-0.95,1.59,0.49,4.22,,,,0,1,Top,,,,,,,6.31335183,-135.5428802,-2.393579465,-13.14058466,29.167030873190058,-12.20872465,3.15,1.62,,,,92.5,2257,5.9,666256,656024,664874,691503,669394,621545,592622,666164,650520,54.64,,,,,,,,1,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,204,0,0.144,,,,-0.144,,0,0,0.5,0.5,27,27,28,28,1,0,,,,,1.03,0.95,0.95,
SL,5/18/22,84.2,-2.9,5.98,"Henzman, Lincoln",663760,669205,,ball,,,,,14,Cadyn Grenier strikes out swinging.,R,R,R,CLT,NOR,B,,,1,1,2022,0.44,-0.15,1.27,1.46,,,,2,6,Top,,,,,,,8.641495982879885,-122.377414,-3.751184197,2.6784713967952904,24.62293680391528,-33.07314971,3.11,1.6,,,,82.7,2571,5.4,666256,656024,664874,691503,669394,621545,592622,666164,650520,55.08,,,,,,,,44,3,Slider,2,6,6,2,6,2,6,2,Standard,Standard,71,0,0.024,,,,-0.024,,-4,4,0.085,0.915,26,25,27,26,1,2,,,,,3.37,-0.44,-0.44,
SL,5/18/22,82.6,-1.36,5.85,"Lambert, Jimmy",621006,669424,,ball,,,,,14,Richie Martin walks.,R,R,R,CLT,NOR,B,,,1,1,2022,0.61,-0.02,1.47,2.25,,,,0,1,Top,,,,,,,5.225845330324647,-120.2214866,-1.65278616,4.9057897381933815,23.23016700134627,-32.22299335,3.15,1.62,,,,82.1,2552,5.9,666256,656024,664874,691503,669394,621545,592622,666164,650520,54.56,,,,,,,,1,3,Slider,0,0,0,0,0,0,0,0,Standard,Standard,60,0,0.07,,,,-0.07,,0,0,0.5,0.5,27,27,28,28,1,0,,,,,3.35,-0.61,-0.61,
FF,5/18/22,90.5,-1.51,6.16,"McClure, Kade",657562,656701,,ball,,,,,13,Patrick Dorrian strikes out swinging.,R,L,R,CLT,NOR,B,,,0,0,2022,-0.68,1.57,-0.99,1.49,,,,1,2,Top,,,,,,,2.7805609008598196,-131.5991504,-9.074887033,-8.549731416,27.95976944,-12.23258707,3.24,1.67,,,,90.8,2137,6.5,666256,656024,664874,691503,669394,621545,592622,666164,650520,53.98,,,,,,,,11,1,4-Seam Fastball,1,0,0,1,0,1,0,1,Strategic,Strategic,211,0,0.049,,,,-0.049,,1,-1,0.632,0.368,26,26,26,26,1,0,,,,,1.22,0.68,-0.68,
FF,5/18/22,93.5,-1.47,5.97,"Lambert, Jimmy",621006,669424,,ball,,,,,11,Richie Martin walks.,R,R,R,CLT,NOR,B,,,0,1,2022,-1.02,1.36,-0.41,3.5,,,,0,1,Top,,,,,,,4.933487892322559,-136.1248761,-3.576606854,-13.72285398,30.565617823726832,-14.74717147,3.15,1.62,,,,92.6,2218,5.8,666256,656024,664874,691503,669394,621545,592622,666164,650520,54.74,,,,,,,,1,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,212,0,0.057,,,,-0.057,,0,0,0.5,0.5,27,27,28,28,1,0,,,,,1.25,1.02,1.02,
SL,5/18/22,81.9,-2.91,6.09,"Henzman, Lincoln",663760,669205,,called_strike,,,,,6,Cadyn Grenier strikes out swinging.,R,R,R,CLT,NOR,S,,,1,0,2022,0.52,-0.33,0.52,2.58,,,,2,6,Top,,,,,,,6.625514305595286,-119.1087754,-0.747135053,3.6964827299358993,22.20112657418866,-35.3731631,3.11,1.6,,,,80.6,2521,5.3,666256,656024,664874,691503,669394,621545,592622,666164,650520,55.16,,,,,,,,44,2,Slider,2,6,6,2,6,2,6,2,Standard,Standard,57,0,-0.032,,,,0.032,,-4,4,0.085,0.915,26,25,27,26,1,2,,,,,3.72,-0.52,-0.52,
SI,5/18/22,92.2,2.77,6.18,"Pérez, Andrew",680438,680970,,called_strike,,,,,3,Robert Neustrom flies out to center fielder Blake Rutherford.,R,L,L,CLT,NOR,S,,,0,0,2022,1.58,0.94,0.53,3.01,,,,0,8,Top,,,,,,,-9.098753843,-133.916427,-4.247975582,21.035719092115546,28.663630399587532,-20.11236252,3.24,1.67,,,,91.8,2055,6.1,666256,656024,664874,691503,669394,621545,592622,666164,650520,54.35,,,,,,,,64,1,Sinker,6,8,8,6,8,6,8,6,,,138,0,-0.072,,,,0.072,,-2,2,0.13,0.87,24,25,25,26,1,3,,,,,1.75,1.58,1.58,
FF,5/18/22,91.7,-1.38,6.01,"Lambert, Jimmy",621006,669424,,called_strike,,,,,9,Richie Martin walks.,R,R,R,CLT,NOR,S,,,0,0,2022,-1.05,1.45,0.41,2.08,,,,0,1,Top,,,,,,,6.709515748984162,-133.2055261,-7.105278447,-13.9005229,28.95616557775014,-13.51546074,3.15,1.62,,,,90.7,2126,5.8,666256,656024,664874,691503,669394,621545,592622,666164,650520,54.69,,,,,,,,1,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,211,0,-0.072,,,,0.072,,0,0,0.5,0.5,27,27,28,28,1,0,,,,,1.27,1.05,1.05,
CH,5/18/22,87.2,-2.86,6.15,"Henzman, Lincoln",663760,669205,,ball,,,,,11,Cadyn Grenier strikes out swinging.,R,R,R,CLT,NOR,B,,,0,0,2022,-1.04,0.18,-1.04,2.67,,,,2,6,Top,,,,,,,6.395374970561243,-126.7888415,-2.526233012,-12.50151408,25.946915938926054,-29.88105801,3.11,1.6,,,,85.7,2088,5.4,666256,656024,664874,691503,669394,621545,592622,666164,650520,55.12,,,,,,,,44,1,Changeup,2,6,6,2,6,2,6,2,Standard,Standard,229,0,0.028,,,,-0.028,,-4,4,0.085,0.915,26,25,27,26,1,2,,,,,2.82,1.04,1.04,
FF,5/17/22,90.1,-2.57,5.33,"Koerner, Brody",607333,621259,,ball,,,,,14,Beau Taylor strikes out swinging.,R,L,R,CLT,NOR,B,,,2,1,2022,-0.29,0.82,0.33,1.32,,,,2,4,Top,,,,,,,7.881528818724469,-130.942979,-5.795891609,-4.879863685,25.77196252,-21.71425507,3.11,1.6,,,,91,1993,6.8,666281,656024,664874,691503,669394,664901,666164,656514,650520,53.74,,,,,,,,29,4,4-Seam Fastball,0,2,2,0,2,0,2,0,Infield shift,Standard,221,0,0.044,,,,-0.044,,-2,2,0.291,0.709,28,32,29,32,2,1,,,,,1.98,0.29,-0.29,
SI,5/17/22,90.3,-2.47,5.33,"Koerner, Brody",607333,621259,,called_strike,,,,,4,Beau Taylor strikes out swinging.,R,L,R,CLT,NOR,S,,,2,0,2022,-1.34,0.67,-0.54,2.13,,,,2,4,Top,,,,,,,7.7195621552562175,-131.2600418,-3.446366741,-17.16271747,27.200506069227977,-23.91482907,3.11,1.6,,,,90.9,1898,6.6,666281,656024,664874,691503,669394,664901,666164,656514,650520,53.85,,,,,,,,29,3,Sinker,0,2,2,0,2,0,2,0,Infield shift,Standard,231,0,-0.043,,,,0.043,,-2,2,0.291,0.709,28,32,29,32,2,1,,,,,2.13,1.34,-1.34,
FC,5/17/22,88.4,-2.52,5.29,"Koerner, Brody",607333,621259,,ball,,,,,14,Beau Taylor strikes out swinging.,R,L,R,CLT,NOR,B,,,1,0,2022,-0.07,0.62,0.92,0.99,,,,2,4,Top,,,,,,,8.594439414036284,-128.3772595,-5.740317305,-2.468566585,25.528833330364336,-24.29181153,3.11,1.6,,,,89.2,1901,6.8,666281,656024,664874,691503,669394,664901,666164,656514,650520,53.7,,,,,,,,29,2,Cutter,0,2,2,0,2,0,2,0,Infield shift,Standard,222,0,0.036,,,,-0.036,,-2,2,0.291,0.709,28,32,29,32,2,1,,,,,2.3,0.07,-0.07,
FC,5/17/22,88.2,-2.59,5.24,"Koerner, Brody",607333,621259,,ball,,,,,14,Beau Taylor strikes out swinging.,R,L,R,CLT,NOR,B,,,0,0,2022,-0.14,0.76,0.82,0.65,,,,2,4,Top,,,,,,,8.652460689152415,-128.1142836,-6.718527762,-3.304824079,25.57188673680592,-22.58781374,3.11,1.6,,,,89,1929,6.8,666281,656024,664874,691503,669394,664901,666164,656514,650520,53.71,,,,,,,,29,1,Cutter,0,2,2,0,2,0,2,0,Infield shift,Standard,224,0,0.028,,,,-0.028,,-2,2,0.291,0.709,28,32,29,32,2,1,,,,,2.17,0.14,-0.14,
SL,5/17/22,80.5,-2.58,5.28,"Koerner, Brody",641924,621259,,ball,,,,,11,Jacob Nottingham pops out softly to second baseman Yolbert Sanchez.,R,R,R,CLT,NOR,B,,,1,1,2022,0.67,0.47,-0.78,3.59,,,,1,4,Top,,,,,,,2.7596563374424115,-117.2764113,2.0190437578642455,5.687829662691756,21.115870404702605,-28.39061542,3.24,1.67,,,,81.4,2135,6.7,666281,656024,664874,691503,669394,664901,666164,656514,650520,53.78,,,,,,,,28,3,Slider,0,2,2,0,2,0,2,0,Standard,Standard,86,0,0.046,,,,-0.046,,-2,2,0.279,0.721,28,27,29,27,2,1,,,,,3.03,-0.67,-0.67,
SI,5/17/22,90.8,-2.41,5.33,"Koerner, Brody",641924,621259,,ball,,,,,13,Jacob Nottingham pops out softly to second baseman Yolbert Sanchez.,R,R,R,CLT,NOR,B,,,0,0,2022,-1.4,0.54,-1.15,2.02,,,,1,4,Top,,,,,,,6.2014675698965975,-132.1091628,-3.545017931,-17.70566268,27.508484212188524,-25.28517125,3.24,1.67,,,,91.5,1931,6.7,666281,656024,664874,691503,669394,664901,666164,656514,650520,53.83,,,,,,,,28,1,Sinker,0,2,2,0,2,0,2,0,Standard,Standard,228,0,0.049,,,,-0.049,,-2,2,0.279,0.721,28,27,29,27,2,1,,,,,2.22,1.4,1.4,
FC,5/17/22,88.6,-2.66,5.35,"Koerner, Brody",680438,621259,,called_strike,,,,,7,"Robert Neustrom grounds out, second baseman Yolbert Sanchez to first baseman Seby Zavala.",R,L,R,CLT,NOR,S,,,3,1,2022,-0.04,0.85,-0.35,2.12,,,,0,4,Top,,,,,,,5.766172248115826,-128.9164187,-3.68171426,-1.549416047,25.102997661474337,-22.09265917,3.24,1.67,,,,89.6,1893,6.8,666281,656024,664874,691503,669394,664901,666164,656514,650520,53.71,,,,,,,,27,5,Cutter,0,2,2,0,2,0,2,0,Infield shift,Standard,217,0,-0.109,,,,0.109,,-2,2,0.262,0.738,28,25,29,26,2,1,,,,,2.04,0.04,-0.04,
SI,5/17/22,90.2,-2.41,5.36,"Koerner, Brody",680438,621259,,ball,,,,,13,"Robert Neustrom grounds out, second baseman Yolbert Sanchez to first baseman Seby Zavala.",R,L,R,CLT,NOR,B,,,2,1,2022,-1.32,0.33,-1.5,1.91,,,,0,4,Top,,,,,,,5.087181180455861,-131.3477831,-3.358548641,-16.34552574,27.518196082149302,-27.89833515,3.24,1.67,,,,90.8,1911,6.6,666281,656024,664874,691503,669394,664901,666164,656514,650520,53.93,,,,,,,,27,4,Sinker,0,2,2,0,2,0,2,0,,,226,0,0.144,,,,-0.144,,-2,2,0.262,0.738,28,25,29,26,2,1,,,,,2.47,1.32,-1.32,
CU,5/17/22,79.6,-2.64,5.16,"Koerner, Brody",680438,621259,,ball,,,,,13,"Robert Neustrom grounds out, second baseman Yolbert Sanchez to first baseman Seby Zavala.",R,L,R,CLT,NOR,B,,,1,1,2022,-0.49,0.05,-1.42,2.12,,,,0,4,Top,,,,,,,3.647142176825286,-115.9183247,-0.074230104,-5.039680131,20.146101056788154,-31.89150046,3.24,1.67,,,,80.8,1127,6.9,666281,656024,664874,691503,669394,664901,666164,656514,650520,53.56,,,,,,,,27,3,Curveball,0,2,2,0,2,0,2,0,,,254,0,0.07,,,,-0.07,,-2,2,0.262,0.738,28,25,29,26,2,1,,,,,3.52,0.49,-0.49,
FC,5/17/22,86.5,-2.61,5.31,"Koerner, Brody",680438,621259,,called_strike,,,,,14,"Robert Neustrom grounds out, second baseman Yolbert Sanchez to first baseman Seby Zavala.",R,L,R,CLT,NOR,S,,,1,0,2022,0,0.58,0.85,2.35,,,,0,4,Top,,,,,,,8.335334978577563,-125.8377061,-2.128608851,-1.460975875,22.05950147446975,-25.69886695,3.24,1.67,,,,87.7,1910,6.8,666281,656024,664874,691503,669394,664901,666164,656514,650520,53.72,,,,,,,,27,2,Cutter,0,2,2,0,2,0,2,0,,,220,0,-0.086,,,,0.086,,-2,2,0.262,0.738,28,25,29,26,2,1,,,,,2.43,0,0,
FC,5/17/22,87.3,-2.7,5.36,"Koerner, Brody",680438,621259,,ball,,,,,13,"Robert Neustrom grounds out, second baseman Yolbert Sanchez to first baseman Seby Zavala.",R,L,R,CLT,NOR,B,,,0,0,2022,-0.13,0.71,-1.23,1.4,,,,0,4,Top,,,,,,,3.8403626304520215,-127.1678828,-4.925002099,-2.147096851,23.673507866818163,-23.67255226,3.24,1.67,,,,88.3,1810,6.7,666281,656024,664874,691503,669394,664901,666164,656514,650520,53.85,,,,,,,,27,1,Cutter,0,2,2,0,2,0,2,0,,,223,0,0.071,,,,-0.071,,-2,2,0.262,0.738,28,25,29,26,2,1,,,,,2.25,0.13,-0.13,
SL,5/17/22,79.8,-2.4,5.28,"Koerner, Brody",642721,621259,,ball,,,,,14,Kelvin Gutierrez strikes out swinging.,R,R,R,CLT,NOR,B,,,0,1,2022,0.59,0.69,1.07,1.65,,,668939,2,3,Top,,,,,,,6.559711728823795,-116.1418419,-2.556823316,4.130844117127757,21.743579339329553,-25.67220186,3.24,1.67,,,,80.2,2195,6.5,666281,656024,664874,691503,669394,664901,666164,656514,650520,53.98,,,,,,,,21,2,Slider,0,2,2,0,2,0,2,0,Standard,Standard,68,0,0.04,,,,-0.04,,-2,2,0.299,0.701,28,27,29,28,2,1,,,,,2.89,-0.59,-0.59,
FC,5/17/22,86.7,-2.34,5.46,"Koerner, Brody",642721,621259,,called_strike,,,,,2,Kelvin Gutierrez strikes out swinging.,R,R,R,CLT,NOR,S,,,0,0,2022,0.18,0.64,-0.08,2.8,,,668939,2,3,Top,,,,,,,5.053971985,-126.1257172,-1.439898184,0.8686868467323268,26.80800148124677,-25.29113256,3.24,1.67,,,,87,1864,6.6,666281,656024,664874,691503,669394,664901,666164,656514,650520,53.93,,,,,,,,21,1,Cutter,0,2,2,0,2,0,2,0,,,204,0,-0.058,,,,0.058,,-2,2,0.299,0.701,28,27,29,28,2,1,,,,,2.41,-0.18,-0.18,
FF,5/17/22,88.7,-2.43,5.42,"Koerner, Brody",669065,621259,,called_strike,,,,,4,Kyle Stowers strikes out swinging.,R,L,R,CLT,NOR,S,,,0,0,2022,-0.16,0.69,-0.71,2.65,,,668939,1,3,Top,,,,,,,4.569065906512066,-129.1700358,-2.189462879,-2.667748996,25.785514792986802,-24.1941107,3.28,1.69,,,,89.5,1877,6.6,666281,656024,664874,691503,669394,664901,666164,656514,650520,53.87,,,,,,,,20,1,4-Seam Fastball,0,2,2,0,2,0,2,0,Infield shift,Standard,209,0,-0.084,,,,0.084,,-2,2,0.278,0.722,28,24,29,24,2,1,,,,,2.19,0.16,-0.16,
SI,5/17/22,91,-2.48,5.34,"Koerner, Brody",668939,621259,,called_strike,,,,,6,Adley Rutschman reaches on a fielding error by shortstop Danny Mendick.,R,L,R,CLT,NOR,S,,,1,0,2022,-1.39,0.29,0.31,2.17,,,,1,3,Top,,,,,,,10.0834368,-132.2395936,-2.707668837,-18.42622612,25.49616745559432,-28.41045822,3.24,1.67,,,,92.2,1911,6.8,666281,656024,664874,691503,669394,664901,666164,656514,650520,53.66,,,,,,,,19,2,Sinker,0,2,2,0,2,0,2,0,Infield shift,Standard,233,0,-0.058,,,,0.058,,-2,2,0.296,0.704,28,24,29,24,2,1,,,,,2.45,1.39,-1.39,
SI,5/17/22,91.6,-2.39,5.41,"Koerner, Brody",668939,621259,,ball,,,,,11,Adley Rutschman reaches on a fielding error by shortstop Danny Mendick.,R,L,R,CLT,NOR,B,,,0,0,2022,-1.06,0.81,-1.1,2.86,,,,1,3,Top,,,,,,,5.588306551723591,-133.3828901,-2.391049702,-13.81460803,26.54211538482087,-22.12439235,3.24,1.67,,,,92.6,1894,6.7,666281,656024,664874,691503,669394,664901,666164,656514,650520,53.84,,,,,,,,19,1,Sinker,0,2,2,0,2,0,2,0,Infield shift,Standard,227,0,0.049,,,,-0.049,,-2,2,0.296,0.704,28,24,29,24,2,1,,,,,1.88,1.06,-1.06,
SI,5/17/22,91.4,-2.45,5.5,"Koerner, Brody",621006,621259,,ball,,,,,11,"Richie Martin grounds out, shortstop Danny Mendick to first baseman Seby Zavala.",R,R,R,CLT,NOR,B,,,2,2,2022,-1.2,0.27,-0.28,3.58,,,,0,3,Top,,,,,,,8.078481245037793,-132.9518877,0.43653306449017215,-15.88565528,26.37079376779295,-29.19937717,3.15,1.62,,,,92,1865,6.5,666281,656024,664874,691503,669394,664901,666164,656514,650520,54,,,,,,,,18,5,Sinker,0,2,2,0,2,0,2,0,Standard,Standard,226,0,0.124,,,,-0.124,,-2,2,0.279,0.721,28,27,29,28,2,1,,,,,2.44,1.2,1.2,
FC,5/17/22,89.5,-2.39,5.28,"Koerner, Brody",621006,621259,,ball,,,,,14,"Richie Martin grounds out, shortstop Danny Mendick to first baseman Seby Zavala.",R,R,R,CLT,NOR,B,,,1,2,2022,0.06,0.59,1.47,1.33,,,,0,3,Top,,,,,,,9.507717210673569,-130.0313276,-5.054716936,-1.20560992,25.789054250900694,-24.61463594,3.15,1.62,,,,90.5,2037,6.9,666281,656024,664874,691503,669394,664901,666164,656514,650520,53.61,,,,,,,,18,4,Cutter,0,2,2,0,2,0,2,0,Standard,Standard,222,0,0.053,,,,-0.053,,-2,2,0.279,0.721,28,27,29,28,2,1,,,,,2.25,-0.06,-0.06,
